B2,,B3,,B6,,B7,
X,Y,X,Y,X,Y,X,Y
0.43500000000000116,0.0005479651571040911,0.3420000000000012,0.010165339062072176,0.07800000000000096,0.019782712967040705,-0.003999999999999115,0.9997931138833036
0.4360000000000013,0.0005479651571040911,0.3430000000000011,0.010165339062072398,0.07900000000000085,0.019782712967040705,-0.0029999999999992255,0.9997931138833036
0.4370000000000014,0.0005479651571040911,0.34400000000000097,0.010165339062072398,0.08000000000000096,0.019782712967040705,-0.0019999999999991136,0.9997931138833036
0.4380000000000015,0.0005479651571040911,0.3450000000000011,0.010165339062072398,0.08100000000000085,0.019782712967040705,-0.0009999999999992237,0.9997931138833036
0.4390000000000014,0.0005479651571040911,0.3460000000000012,0.010165339062072176,0.08200000000000096,0.019782712967040705,8.881784197001252e-16,0.9997931138833036
0.4400000000000013,0.0005479651571040911,0.34700000000000086,0.010165339062072398,0.08300000000000085,0.019782712967040705,0.001000000000000778,0.9997931138833036
0.4410000000000014,0.0005479651571040911,0.348000000000001,0.010165339062072176,0.08400000000000096,0.019782712967040705,0.00200000000000089,0.9997931138833036
0.4420000000000015,0.0005479651571040911,0.3570000000000011,0.012088813843065926,0.08500000000000085,0.019782712967040705,0.0030000000000005578,0.9997931138833036
0.44300000000000117,0.0005479651571040911,0.358000000000001,0.012088813843065926,0.08600000000000119,0.02074445035753736,0.004000000000000892,0.9997931138833036
0.4440000000000013,0.0005479651571040911,0.3590000000000011,0.012088813843065926,0.08700000000000108,0.02074445035753758,0.005000000000001004,0.9997931138833036
0.4450000000000014,0.0005479651571040911,0.3600000000000012,0.012088813843065926,0.08800000000000097,0.02074445035753736,0.0060000000000011156,0.9997931138833036
0.4460000000000015,0.0005479651571040911,0.3610000000000011,0.012088813843065926,0.08900000000000086,0.02074445035753736,0.007000000000000783,0.9997931138833036
0.4470000000000012,0.0005479651571040911,0.362000000000001,0.012088813843065926,0.09000000000000119,0.02074445035753758,0.008000000000001117,0.9997931138833036
0.4480000000000015,0.0005479651571040911,0.3630000000000011,0.012088813843065926,0.09100000000000108,0.02074445035753758,0.009000000000001007,0.9997931138833036
0.4490000000000014,0.0005479651571040911,0.3640000000000012,0.012088813843065926,0.09200000000000097,0.02074445035753736,0.010000000000000897,0.9997931138833036
0.4500000000000013,0.0005479651571040911,0.3650000000000009,0.012088813843065926,0.09300000000000086,0.02074445035753758,0.011000000000000787,0.9997931138833036
0.4510000000000012,0.0005479651571040911,0.3660000000000012,0.012088813843065926,0.09400000000000097,0.02266792513853111,0.012000000000001121,0.9997931138833036
0.4520000000000015,0.0005479651571040911,0.3670000000000013,0.012088813843065926,0.09500000000000086,0.02266792513853133,0.01300000000000101,0.9997931138833036
0.4530000000000014,0.0005479651571040911,0.36800000000000144,0.012088813843065926,0.09600000000000075,0.02266792513853111,0.0140000000000009,0.9997931138833036
0.4540000000000013,0.0005479651571040911,0.3690000000000011,0.012088813843065926,0.09700000000000086,0.02266792513853111,0.01500000000000079,0.9997931138833036
0.4550000000000012,0.0005479651571040911,0.3700000000000012,0.012088813843065926,0.09800000000000098,0.02266792513853133,0.016000000000001124,0.9997931138833036
0.4560000000000015,0.0005479651571040911,0.37100000000000133,0.012088813843065926,0.09900000000000064,0.02266792513853133,0.017000000000001014,0.9997931138833036
0.4570000000000012,0.0005479651571040911,0.3720000000000012,0.012088813843065926,0.10000000000000075,0.02266792513853111,0.018000000000000904,0.9997931138833036
0.4580000000000013,0.0005479651571040911,0.3730000000000011,0.012088813843065926,0.10100000000000087,0.024591399919524637,0.019000000000000794,0.9997931138833036
0.4590000000000012,0.0005479651571040911,0.3740000000000012,0.012088813843065926,0.1020000000000012,0.02459139991952486,0.020000000000000906,0.9988313764928067
0.4600000000000015,0.0005479651571040911,0.37500000000000133,0.012088813843065926,0.10300000000000087,0.02459139991952486,0.021000000000000574,0.9988313764928067
0.4610000000000012,0.0005479651571040911,0.3760000000000012,0.012088813843065926,0.1040000000000012,0.024591399919524637,0.022000000000000908,0.9988313764928067
0.4620000000000013,0.0005479651571040911,0.3770000000000011,0.012088813843065926,0.10500000000000109,0.024591399919524637,0.023000000000000798,0.9988313764928067
0.4630000000000012,0.0005479651571038691,0.3780000000000012,0.012088813843065926,0.10600000000000098,0.02459139991952486,0.02400000000000091,0.9988313764928067
0.4640000000000013,0.0005479651571040911,0.3790000000000011,0.012088813843065926,0.10700000000000087,0.024591399919524637,0.025000000000000577,0.9988313764928067
0.4650000000000012,0.0005479651571040911,0.3800000000000012,0.012088813843065926,0.1080000000000012,0.024591399919524637,0.02600000000000091,0.9988313764928067
0.4660000000000013,0.0005479651571040911,0.3810000000000011,0.012088813843065926,0.10900000000000087,0.026514874700518387,0.0270000000000008,0.9978696391023101
0.4670000000000012,0.0005479651571040911,0.3820000000000012,0.012088813843065926,0.11000000000000099,0.02651487470051861,0.02800000000000069,0.9978696391023101
0.4680000000000013,0.0005479651571040911,0.3830000000000011,0.012088813843065926,0.11100000000000088,0.02651487470051861,0.029000000000000803,0.9978696391023101
0.4690000000000012,0.0005479651571040911,0.38400000000000123,0.012088813843065926,0.11200000000000099,0.026514874700518387,0.030000000000000915,0.9978696391023101
0.4700000000000013,0.0005479651571040911,0.3850000000000011,0.012088813843065926,0.11300000000000066,0.02651487470051861,0.031000000000000805,0.9978696391023101
0.471000000000001,0.0005479651571040911,0.386000000000001,0.012088813843065926,0.11400000000000099,0.02651487470051861,0.03200000000000092,0.9978696391023101
0.4720000000000013,0.0005479651571040911,0.3870000000000011,0.012088813843065704,0.11500000000000088,0.026514874700518387,0.033000000000000806,0.9978696391023101
0.4730000000000012,0.0005479651571040911,0.4350000000000014,0.014974026014556774,0.11600000000000099,0.026514874700518387,0.03400000000000092,0.9978696391023101
0.4740000000000013,0.0005479651571040911,0.4360000000000013,0.014974026014556552,0.11700000000000066,0.02651487470051861,0.035000000000000586,0.9949844269308195
0.4750000000000012,0.0005479651571040911,0.43700000000000117,0.014974026014556552,0.11800000000000099,0.02651487470051861,0.03600000000000092,0.9949844269308195
0.47600000000000153,0.0005479651571038691,0.4380000000000015,0.014974026014556774,0.11900000000000088,0.026514874700518387,0.03700000000000081,0.9949844269308195
0.4770000000000014,0.0005479651571040911,0.4390000000000014,0.014974026014556552,0.12000000000000077,0.02651487470051861,0.03800000000000092,0.9949844269308195
0.47800000000000153,0.0005479651571040911,0.4400000000000013,0.014974026014556552,0.12100000000000066,0.02651487470051861,0.03900000000000059,0.9949844269308195
0.4790000000000012,0.0005479651571038691,0.44100000000000117,0.014974026014556774,0.122000000000001,0.026514874700518387,0.040000000000000924,0.9949844269308195
0.48000000000000154,0.0005479651571040911,0.4420000000000015,0.014974026014556552,0.12300000000000089,0.02651487470051861,0.041000000000000814,0.9949844269308195
0.4810000000000014,0.0005479651571040911,0.44300000000000117,0.017859238186046955,0.12400000000000078,0.02651487470051861,0.0420000000000007,0.9949844269308195
